Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Volume_Change,Volume_Change_Lag1
2018-06-26,24281.89,24384.21,24241.22,24283.11,24283.11,301130000,0.12497526058847797,-31.42577368888484,-7.350676203135221
2018-06-27,24303.11,24569.02,24115.82,24117.59,24117.59,313790000,-0.6816260355448689,4.204164314415704,-31.42577368888484
2018-06-28,24064.19,24308.16,23997.21,24216.05,24216.05,305020000,0.408249746346967,-2.794862806335452,4.204164314415704
2018-06-29,24323.93,24509.52,24269.71,24271.41,24271.41,329070000,0.22860871199059662,7.884728870238011,-2.794862806335452
2018-07-02,24161.53,24319.42,24077.56,24307.18,24307.18,244110000,0.14737503919219908,-25.818214969459387,7.884728870238011
2018-07-03,24359.39,24444.88,24150.85,24174.82,24174.82,160960000,-0.5445304638382553,-34.062512801605834,-25.818214969459387
2018-07-05,24285.82,24372.8,24177.44,24356.74,24356.74,237670000,0.7525185296105796,47.657803180914506,-34.062512801605834
2018-07-06,24352.47,24520.29,24281.47,24456.48,24456.48,219450000,0.40949650897450507,-7.666091639668449,47.657803180914506
2018-07-09,24519.2,24796.52,24518.43,24776.59,24776.59,240580000,1.3088964560721728,9.628616997038053,-7.666091639668449
2018-07-10,24806.97,24945.38,24806.97,24919.66,24919.66,235040000,0.5774402369333353,-2.302768309917702,9.628616997038053
2018-07-11,24789.48,24815.16,24663.82,24700.45,24700.45,237370000,-0.8796668975419419,0.9913206262763818,-2.302768309917702
2018-07-12,24802.9,24939.97,24802.9,24924.89,24924.89,233150000,0.9086474133062294,-1.7778152251758828,0.9913206262763818
2018-07-13,24926.07,25043.21,24890.06,25019.41,25019.41,255520000,0.3792193265446775,9.594681535492168,-1.7778152251758828
2018-07-16,25025.58,25072.41,24979.64,25064.36,25064.36,231270000,0.17966051157880525,-9.490450845335008,9.594681535492168
2018-07-17,25033.92,25155.39,24989.61,25119.89,25119.89,250450000,0.22154964260008292,8.293336792493623,-9.490450845335008
2018-07-18,25133.79,25215.32,25101.12,25199.29,25199.29,252870000,0.3160841866743924,0.9662607306847759,8.293336792493623
2018-07-19,25139.15,25154.17,25052.62,25064.5,25064.5,285760000,-0.5348960228641397,13.006683275991616,0.9662607306847759
2018-07-20,25041.14,25124.1,24986.35,25058.12,25058.12,274080000,-0.025454327834195656,-4.087346024636062,13.006683275991616
2018-07-23,25036.9,25081.45,24983.33,25044.29,25044.29,228820000,-0.055191690358247225,-16.513426736719204,-4.087346024636062
2018-07-24,25092.43,25286.62,25092.43,25241.94,25241.94,274940000,0.78920185000253,20.15558080587361,-16.513426736719204
2018-07-25,25183.7,25432.87,25113.55,25414.1,25414.1,273670000,0.6820394945871833,-0.4619189641376309,20.15558080587361
2018-07-26,25468.55,25587.24,25463.16,25527.07,25527.07,297530000,0.44451702007941574,8.718529615960824,-0.4619189641376309
2018-07-27,25520.52,25580.22,25370.07,25451.06,25451.06,329680000,-0.2977623362179771,10.80563304540718,8.718529615960824
2018-07-30,25439.32,25500.16,25287.38,25306.83,25306.83,296880000,-0.5666954539418012,-9.949041494782819,10.80563304540718
2018-07-31,25345.21,25490.98,25345.21,25415.19,25415.19,348700000,0.42818480228459244,17.454863918081376,-9.949041494782819
2018-08-01,25461.63,25488.8,25278.32,25333.82,25333.82,315880000,-0.3201628632325759,-9.412102093490105,17.454863918081376
2018-08-02,25256.45,25360.48,25120.07,25326.16,25326.16,307700000,-0.030236261250771168,-2.5895909839179443,-9.412102093490105
2018-08-03,25360.37,25467.9,25325.17,25462.58,25462.58,239020000,0.5386525237146111,-22.32044198895028,-2.5895909839179443
2018-08-06,25437.43,25540.02,25381.38,25502.18,25502.18,238990000,0.15552233905598012,-0.012551250941339465,-22.32044198895028
2018-08-07,25551.65,25692.72,25551.65,25628.91,25628.91,239910000,0.49693790883760247,0.384953345328265,-0.012551250941339465
2018-08-08,25615.72,25634.11,25557.48,25583.75,25583.75,217770000,-0.1762072596922737,-9.22846067275228,0.384953345328265
2018-08-09,25589.79,25613.31,25492.69,25509.23,25509.23,214970000,-0.29127864367030076,-1.285760205721631,-9.22846067275228
2018-08-10,25401.19,25401.19,25222.88,25313.14,25313.14,234480000,-0.7687021521229798,9.075684979299448,-1.285760205721631
2018-08-13,25327.19,25381.39,25153.93,25187.7,25187.7,219990000,-0.49555290256364515,-6.1796315250767675,9.075684979299448
2018-08-14,25215.69,25339.51,25201.87,25299.92,25299.92,219210000,0.44553492379215687,-0.3545615709804939,-6.1796315250767675
2018-08-15,25235.37,25235.37,24965.77,25162.41,25162.41,295810000,-0.5435195052000075,34.94366132931892,-0.3545615709804939
2018-08-16,25294.97,25607.34,25294.97,25558.73,25558.73,342430000,1.5750478590882189,15.760116290862381,34.94366132931892
2018-08-17,25550.8,25728.16,25521.66,25669.32,25669.32,284160000,0.43268973067127625,-17.01661653476623,15.760116290862381
2018-08-20,25727.7,25790.17,25716.41,25758.69,25758.69,248570000,0.34815881371224044,-12.524634009009006,-17.01661653476623
2018-08-21,25786.99,25888.82,25784.9,25822.29,25822.29,241620000,0.24690696615394803,-2.7959930804200006,-12.524634009009006
2018-08-22,25825.06,25836.16,25722.43,25733.6,25733.6,200480000,-0.343462953905338,-17.026736197334657,-2.7959930804200006
2018-08-23,25714.86,25762.56,25608.02,25656.98,25656.98,213270000,-0.2977430285696525,6.379688747007184,-17.026736197334657
2018-08-24,25688.58,25826.05,25688.58,25790.35,25790.35,200330000,0.5198195578747011,-6.0674262671730705,6.379688747007184
2018-08-27,25882.71,26067.57,25882.71,26049.64,26049.64,220510000,1.005376041814099,10.073378924774111,-6.0674262671730705
2018-08-28,26092.7,26122.24,26037.85,26064.02,26064.02,211470000,0.05520229838109625,-4.099587320302933,10.073378924774111
2018-08-29,26082.53,26167.94,26035.3,26124.57,26124.57,214960000,0.23231259030647156,1.6503522958339234,-4.099587320302933
2018-08-30,26099.01,26104.37,25934.8,25986.92,25986.92,240440000,-0.5268986245515306,11.853368068477854,1.6503522958339234
2018-08-31,25964.85,26028.83,25879.77,25964.82,25964.82,273440000,-0.08504278306162849,13.724837797371482,11.853368068477854
2018-09-04,25916.07,25971.77,25805.95,25952.48,25952.48,254600000,-0.04752584458509457,-6.889994148624923,13.724837797371482
2018-09-05,25919.84,26011.22,25871.04,25974.99,25974.99,289210000,0.0867354487894767,13.59387274155539,-6.889994148624923
2018-09-06,25973.02,26073.68,25880.84,25995.87,25995.87,262380000,0.08038501651010943,-9.276995954496737,13.59387274155539
2018-09-07,25951.02,26002.99,25818.39,25916.54,25916.54,281350000,-0.3051638587206251,7.22997179663083,-9.276995954496737
2018-09-10,25991.91,26039.96,25854.13,25857.07,25857.07,252170000,-0.22946735945462704,-10.371423493868848,7.22997179663083
2018-09-11,25841.14,26019.92,25754.32,25971.06,25971.06,265960000,0.4408465460317146,5.468533132410669,-10.371423493868848
2018-09-12,25989.07,26145.72,25929.43,25998.92,25998.92,282770000,0.10727324953234696,6.320499323206508,5.468533132410669
2018-09-13,26083.94,26191.64,26067.08,26145.99,26145.99,260800000,0.5656773435204432,-7.7695653711497,6.320499323206508
2018-09-14,26169.56,26211.11,26068.29,26154.67,26154.67,228640000,0.033198207449780526,-12.331288343558278,-7.7695653711497
2018-09-17,26151.66,26184.47,26030.35,26062.12,26062.12,230230000,-0.3538565005790528,0.6954163750874764,-12.331288343558278
2018-09-18,26076.21,26317.34,26076.21,26246.96,26246.96,243000000,0.7092285662102737,5.5466272857577215,0.6954163750874764
2018-09-19,26287.84,26464.41,26280.76,26405.76,26405.76,251330000,0.6050224483140187,3.427983539094659,5.5466272857577215
2018-09-20,26519.39,26697.49,26519.39,26656.98,26656.98,260480000,0.9513833345451861,3.6406318386185577,3.427983539094659
2018-09-21,26726.25,26769.16,26680.37,26743.5,26743.5,657620000,0.32456789928940744,152.4646805896806,3.6406318386185577
2018-09-24,26705.25,26709.94,26548.68,26562.05,26562.05,254850000,-0.6784826219455198,-61.24661658708676,152.4646805896806
2018-09-25,26601.58,26634.85,26475.58,26492.21,26492.21,234110000,-0.26293151319269903,-8.138120463017462,-61.24661658708676
2018-09-26,26536.86,26606.09,26349.34,26385.28,26385.28,262620000,-0.4036280853881191,12.178035965998891,-8.138120463017462
2018-09-27,26418.27,26557.01,26379.95,26439.93,26439.93,226350000,0.2071230625561027,-13.810829335161067,12.178035965998891
2018-09-28,26407.66,26515.76,26383.57,26458.31,26458.31,264030000,0.06951606906675512,16.646785950960897,-13.810829335161067
2018-10-01,26598.36,26737.98,26596.05,26651.21,26651.21,238320000,0.7290715091024191,-9.737529826156122,16.646785950960897
2018-10-02,26648.91,26824.78,26627.66,26773.94,26773.94,258290000,0.4605044198743746,8.379489761664981,-9.737529826156122
2018-10-03,26833.47,26951.81,26789.08,26828.39,26828.39,280130000,0.20336939576319768,8.45561190909443,8.379489761664981
2018-10-04,26784.08,26793.82,26471.61,26627.48,26627.48,289600000,-0.7488708789457732,3.3805733052511444,8.45561190909443
2018-10-05,26632.77,26676.16,26301.81,26447.05,26447.05,267100000,-0.6776082453164967,-7.7693370165745845,3.3805733052511444
2018-10-08,26399.45,26529.35,26223.09,26486.78,26486.78,273020000,0.15022469424756935,2.216398352676907,-7.7693370165745845
2018-10-09,26469.19,26539.94,26324.16,26430.57,26430.57,282560000,-0.21221907683757202,3.494249505530722,2.216398352676907
2018-10-10,26441.73,26487.87,25567.1,25598.74,25598.74,438200000,-3.1472268664656022,55.08210645526614,3.494249505530722
2018-10-11,25518.39,25683.64,24899.77,25052.83,25052.83,522880000,-2.1325658997278785,19.324509356458243,55.08210645526614
2018-10-12,25407.63,25467.55,25000.83,25339.99,25339.99,397510000,1.1462178125185796,-23.976820685434518,19.324509356458243
2018-10-15,25332.46,25482.42,25243.88,25250.55,25250.55,287320000,-0.35295988672451317,-27.720057357047622,-23.976820685434518
2018-10-16,25351.53,25817.68,25351.53,25798.42,25798.42,305800000,2.169734916665167,6.431852986217468,-27.720057357047622
2018-10-17,25705.87,25810.09,25479.16,25706.68,25706.68,298210000,-0.35560317259738516,-2.4820143884892065,6.431852986217468
2018-10-18,25645.56,25691.46,25236.01,25379.45,25379.45,328020000,-1.2729376177709417,9.996311324234597,-2.4820143884892065
2018-10-19,25421.09,25608.71,25350.02,25444.34,25444.34,350810000,0.25567929959080526,6.94774708859216,9.996311324234597
2018-10-22,25492.14,25561.34,25236.05,25317.41,25317.41,314940000,-0.49885357608018266,-10.224908069895388,6.94774708859216
2018-10-23,25038.46,25307.7,24768.79,25191.43,25191.43,436430000,-0.4976022428834548,38.57560170191148,-10.224908069895388
2018-10-24,25172.88,25306.23,24533.19,24583.42,24583.42,496400000,-2.4135588968153154,13.741035217560672,38.57560170191148
2018-10-25,24736.54,25104.29,24645.56,24984.55,24984.55,439670000,1.6317095017698957,-11.428283642224013,13.741035217560672
2018-10-26,24770.25,24916.16,24445.19,24688.31,24688.31,505310000,-1.1856927581245125,14.929378852321062,-11.428283642224013
2018-10-29,24818.98,25040.58,24122.23,24442.92,24442.92,443850000,-0.9939521984291488,-12.162830737567043,14.929378852321062
2018-10-30,24482.04,24906.68,24415.69,24874.64,24874.64,470050000,1.7662374217155774,5.902895122225971,-12.162830737567043
2018-10-31,25008.82,25336.55,25008.82,25115.76,25115.76,448930000,0.9693406618145994,-4.493139027763005,5.902895122225971
2018-11-01,25142.08,25396.47,25108.11,25380.74,25380.74,383970000,1.0550347670148286,-14.469961909429085,-4.493139027763005
2018-11-02,25443.6,25578.98,25078.72,25270.83,25270.83,429480000,-0.4330448994000924,11.85248847566216,-14.469961909429085
2018-11-05,25261.47,25507.35,25261.47,25461.7,25461.7,334740000,0.7552977088603807,-22.059234423023188,11.85248847566216
2018-11-06,25452.83,25651.86,25444.9,25635.01,25635.01,265450000,0.6806693975657474,-20.699647487602313,-22.059234423023188
2018-11-07,25788.46,26200.14,25765.88,26180.3,26180.3,361780000,2.1271300459800857,36.28932002260312,-20.699647487602313
2018-11-08,26139.59,26277.82,26081.9,26191.22,26191.22,295650000,0.04171075197763052,-18.27906462491017,36.28932002260312
2018-11-09,26149.11,26161.49,25882.91,25989.3,25989.3,324450000,-0.7709453778785513,9.74124809741248,-18.27906462491017
2018-11-12,25959.33,25966.71,25340.51,25387.18,25387.18,346910000,-2.316799605991693,6.9224842040376044,9.74124809741248
2018-11-13,25321.21,25511.03,25193.78,25286.49,25286.49,339690000,-0.396617505370811,-2.0812314433138246,6.9224842040376044
2018-11-14,25388.08,25501.29,24935.82,25080.5,25080.5,384240000,-0.8146247264843809,13.114898878389125,-2.0812314433138246
2018-11-15,25061.48,25354.56,24787.79,25289.27,25289.27,392750000,0.832399673052775,2.2147616073287635,13.114898878389125
2018-11-16,25242.35,25510.23,25147.8,25413.22,25413.22,354460000,0.49012881747871884,-9.74920432845321,2.2147616073287635
2018-11-19,25392.61,25392.61,24900.98,25017.44,25017.44,358090000,-1.5573784038386385,1.0240929865146908,-9.74920432845321
2018-11-20,24618.68,24707.26,24368.98,24465.64,24465.64,445920000,-2.2056613306557282,24.527353458627708,1.0240929865146908
2018-11-21,24541.65,24669.79,24463.28,24464.69,24464.69,289370000,-0.0038829967252018704,-35.10719411553642,24.527353458627708
2018-11-23,24336.4,24408.8,24268.74,24285.95,24285.95,155940000,-0.7306039847633339,-46.11051594843971,-35.10719411553642
2018-11-26,24364.13,24673.29,24364.13,24640.24,24640.24,306280000,1.4588270172671836,96.4088752084135,-46.11051594843971
2018-11-27,24557.02,24750.73,24416.03,24748.73,24748.73,308250000,0.44029603607755874,0.6432022985503494,96.4088752084135
2018-11-28,24832.84,25368.93,24832.84,25366.43,25366.43,362160000,2.4958856474655455,17.489051094890517,0.6432022985503494
2018-11-29,25343.65,25479.04,25202.79,25338.84,25338.84,305110000,-0.10876579794634189,-15.752705986304393,17.489051094890517
2018-11-30,25307.14,25549.71,25250.97,25538.46,25538.46,482250000,0.7878024408378481,58.05774966405559,-15.752705986304393
2018-12-03,25779.57,25980.21,25670.51,25826.43,25826.43,388480000,1.127593441421304,-19.444271643338517,58.05774966405559
2018-12-04,25752.56,25773.12,25008.11,25027.07,25027.07,418900000,-3.0951238711660944,7.830518945634268,-19.444271643338517
2018-12-06,24737.42,24951.01,24242.22,24947.67,24947.67,471690000,-0.31725647468920926,12.602052995941747,7.830518945634268
2018-12-07,24918.82,25095.62,24284.78,24388.95,24388.95,398230000,-2.2395678634517635,-15.573787869151346,12.602052995941747
2018-12-10,24360.95,24500.81,23881.37,24423.26,24423.26,389690000,0.14067846299246067,-2.1444893654420816,-15.573787869151346
2018-12-11,24719.91,24791.26,24221.06,24370.24,24370.24,342960000,-0.21708813647316472,-11.99158305319613,-2.1444893654420816
2018-12-12,24509.09,24828.29,24509.09,24527.27,24527.27,344330000,0.6443514713027065,0.39946349428505723,-11.99158305319613
2018-12-13,24575.86,24740.96,24473.29,24597.38,24597.38,299970000,0.28584510220663883,-12.882990154793372,0.39946349428505723
2018-12-14,24408.04,24431.14,24033.79,24100.51,24100.51,416940000,-2.020011887444939,38.993899389939,-12.882990154793372
2018-12-17,23986.83,24088.08,23456.88,23592.98,23592.98,466740000,-2.105889045501519,11.944164628004028,38.993899389939
2018-12-18,23769.13,23927.77,23516.02,23675.64,23675.64,408070000,0.3503584540825333,-12.570167545100052,11.944164628004028
2018-12-19,23693.33,24057.34,23162.64,23323.66,23323.66,503550000,-1.4866757561780797,23.397946430759433,-12.570167545100052
2018-12-20,23224.12,23282.2,22644.31,22859.6,22859.6,576700000,-1.9896534248912912,14.526859298977257,23.397946430759433
2018-12-21,22871.74,23254.59,22396.34,22445.37,22445.37,900510000,-1.812061453393754,56.14877752731056,14.526859298977257
2018-12-24,22317.28,22339.87,21792.2,21792.2,21792.2,308420000,-2.910043363063286,-65.7505191502593,56.14877752731056
2018-12-26,21857.73,22878.92,21712.53,22878.45,22878.45,433080000,4.9845816393021325,40.41890927955385,-65.7505191502593
2018-12-27,22629.06,23138.89,22267.42,23138.82,23138.82,407940000,1.138057866682396,-5.804932114159045,40.41890927955385
2018-12-28,23213.61,23381.88,22981.33,23062.4,23062.4,336510000,-0.3302674898719937,-17.50992793057803,-5.804932114159045
2018-12-31,23153.94,23333.18,23118.3,23327.46,23327.46,288830000,1.1493166366032925,-14.168969718581915,-17.50992793057803
2019-01-02,23058.61,23413.47,22928.59,23346.24,23346.24,321570000,0.08050597879067922,11.335387598241176,-14.168969718581915
2019-01-03,23176.39,23176.39,22638.41,22686.22,22686.22,424240000,-2.8270933563605993,31.927729576763998,11.335387598241176
2019-01-04,22894.92,23518.64,22894.92,23433.16,23433.16,396020000,3.2924832783954194,-6.651895153686594,31.927729576763998
2019-01-07,23474.26,23687.74,23301.59,23531.35,23531.35,334200000,0.4190215916248574,-15.61032271097419,-6.651895153686594
2019-01-08,23680.32,23864.65,23581.45,23787.45,23787.45,317420000,1.0883353483756908,-5.020945541591859,-15.61032271097419
2019-01-09,23844.27,24084.71,23703.16,23879.12,23879.12,324570000,0.3853712777115659,2.252536072081157,-5.020945541591859
2019-01-10,23811.11,24014.78,23703.25,24001.92,24001.92,338150000,0.5142568067834974,4.1839972887204535,2.252536072081157
2019-01-11,23940.01,23996.32,23798.16,23995.95,23995.95,262650000,-0.024873010159176534,-22.327369510572225,4.1839972887204535
2019-01-14,23880.53,23964.9,23765.24,23909.84,23909.84,277560000,-0.3588522229793001,5.6767561393489485,-22.327369510572225
2019-01-15,23914.11,24099.14,23887.93,24065.59,24065.59,291570000,0.6514054464605401,5.047557284911375,5.6767561393489485
2019-01-16,24139.91,24288.61,24119.72,24207.16,24207.16,302830000,0.5882673144518735,3.861851356449564,5.047557284911375
2019-01-17,24147.09,24474.46,24088.9,24370.1,24370.1,288590000,0.6731066345659675,-4.702308225737218,3.861851356449564
2019-01-18,24534.19,24750.22,24459.03,24706.35,24706.35,372970000,1.379764547539808,29.238712360095633,-4.702308225737218
2019-01-22,24607.76,24607.76,24244.31,24404.48,24404.48,338480000,-1.2218316343773905,-9.247392551679756,29.238712360095633
2019-01-23,24577.25,24700.98,24307.17,24575.62,24575.62,318600000,0.7012646858281624,-5.8733160009454055,-9.247392551679756
2019-01-24,24579.96,24626.3,24422.73,24553.24,24553.24,320170000,-0.09106586120715132,0.49278091650972744,-5.8733160009454055
2019-01-25,24687.21,24860.15,24676.75,24737.2,24737.2,376890000,0.7492290223204634,17.715588593559662,0.49278091650972744
2019-01-28,24596.98,24596.98,24323.94,24528.22,24528.22,347170000,-0.844800543311286,-7.885589959935258,17.715588593559662
2019-01-29,24519.62,24674.87,24504.04,24579.96,24579.96,330870000,0.2109407042174105,-4.695106143964056,-7.885589959935258
2019-01-30,24826.52,25109.62,24790.9,25014.86,25014.86,397330000,1.769327533486642,20.086438782603434,-4.695106143964056
2019-01-31,24954.48,25049.62,24842.09,24999.67,24999.67,507350000,-0.06072390571045805,27.68982961266453,20.086438782603434
2019-02-01,25025.31,25193.15,24982.49,25063.89,25063.89,372090000,0.2568833908607626,-26.660096580270032,27.68982961266453
2019-02-04,25062.12,25239.91,24977.67,25239.37,25239.37,298540000,0.7001307458658568,-19.76672310462523,-26.660096580270032
2019-02-05,25287.93,25427.32,25287.65,25411.52,25411.52,310650000,0.6820693226494923,4.056407851544175,-19.76672310462523
2019-02-06,25371.57,25439.04,25312.06,25390.3,25390.3,247590000,-0.08350543375603703,-20.299372283920814,4.056407851544175
2019-02-07,25265.81,25314.26,25000.52,25169.53,25169.53,295460000,-0.8695052835137829,19.334383456520854,-20.299372283920814
2019-02-08,25042.36,25106.39,24883.04,25106.33,25106.33,248210000,-0.2510972592654537,-15.992012455154669,19.334383456520854
2019-02-11,25142.81,25196.75,25009.1,25053.11,25053.11,241700000,-0.2119784134120839,-2.6227790983441412,-15.992012455154669
2019-02-12,25152.03,25458.98,25152.03,25425.76,25425.76,278110000,1.487440082289182,15.064129085643362,-2.6227790983441412
2019-02-13,25480.86,25625.95,25480.86,25543.27,25543.27,263330000,0.46216907577198985,-5.314443925065627,15.064129085643362
2019-02-14,25460.65,25558.9,25308.09,25439.39,25439.39,313010000,-0.4066824646961842,18.8660615957164,-5.314443925065627
2019-02-15,25564.63,25883.72,25564.63,25883.25,25883.25,328530000,1.7447745405845039,4.958308041276638,18.8660615957164
2019-02-19,25849.85,25961.44,25820.01,25891.32,25891.32,280620000,0.031178464837289255,-14.583143091955076,4.958308041276638
2019-02-20,25872.26,25986.2,25846.48,25954.44,25954.44,287880000,0.24378826571993528,2.5871285011759726,-14.583143091955076
2019-02-21,25922.41,25938.88,25762.21,25850.63,25850.63,255710000,-0.39997010145469414,-11.174795053494513,2.5871285011759726
2019-02-22,25906.27,26052.9,25906.27,26031.81,26031.81,279760000,0.7008726673199073,9.40518556176919,-11.174795053494513
2019-02-25,26126.15,26241.42,26080.66,26091.95,26091.95,281600000,0.2310250420543225,0.6577066056620007,9.40518556176919
2019-02-26,26051.61,26155.29,25966.01,26057.98,26057.98,257850000,-0.13019341214436375,-8.433948863636365,0.6577066056620007
2019-02-27,25995.6,26039.68,25877.24,25985.16,25985.16,255380000,-0.2794537412339704,-0.9579212720573937,-8.433948863636365
2019-02-28,25984.28,26029.21,25896.56,25916.0,25916.0,338520000,-0.26615191132168814,32.555407627848695,-0.9579212720573937
2019-03-01,26019.67,26143.92,25914.37,26026.32,26026.32,289890000,0.4256829757678604,-14.365473236440973,32.555407627848695
2019-03-04,26122.19,26155.98,25611.55,25819.65,25819.65,295510000,-0.7940807613216139,1.938666390699928,-14.365473236440973
2019-03-05,25829.07,25877.15,25725.63,25806.63,25806.63,252260000,-0.05042670988956166,-14.635714527427158,1.938666390699928
2019-03-06,25818.76,25837.61,25633.71,25673.46,25673.46,256250000,-0.5160301829413627,1.581701419170689,-14.635714527427158
2019-03-07,25645.45,25645.45,25352.55,25473.23,25473.23,289140000,-0.7799104600626494,12.83512195121952,1.581701419170689
2019-03-08,25347.38,25466.14,25252.46,25450.24,25450.24,270500000,-0.09025160923840092,-6.44670401881442,12.83512195121952
2019-03-11,25208.0,25661.63,25208.0,25650.88,25650.88,309790000,0.7883619172157186,14.524953789279117,-6.44670401881442
2019-03-12,25600.3,25675.44,25522.17,25554.66,25554.66,317730000,-0.37511383625045136,2.563026566383675,14.524953789279117
2019-03-13,25637.23,25776.49,25571.31,25702.89,25702.89,331410000,0.5800507617788719,4.305542441695787,2.563026566383675
2019-03-14,25692.31,25752.84,25621.31,25709.94,25709.94,302790000,0.027428822206365666,-8.63582873178238,4.305542441695787
2019-03-15,25720.96,25927.91,25649.7,25848.87,25848.87,616910000,0.5403746566503109,103.74186730076951,-8.63582873178238
2019-03-18,25801.88,25924.77,25785.66,25914.1,25914.1,303170000,0.252351456756128,-50.8566889821854,103.74186730076951
2019-03-19,25987.87,26109.68,25814.92,25887.38,25887.38,342250000,-0.10310988998266657,12.890457499092921,-50.8566889821854
2019-03-20,25867.79,25929.52,25670.63,25745.67,25745.67,321980000,-0.5474095872197271,-5.922571219868522,12.890457499092921
2019-03-21,25688.44,26009.9,25657.78,25962.51,25962.51,335250000,0.842238714315835,4.121373998384992,-5.922571219868522
