Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Volume_Change,Volume_Change_Lag1,Volatility,Is_High_Volatility,Volume_MA50,Volume_vs_Avg
2018-07-11,24789.48,24815.16,24663.82,24700.45,24700.45,237370000,-0.8796668975419419,0.9913206262763818,-2.302768309917702,0.6127013880313927,0,325286200.0,-27.02733777209116
2018-07-12,24802.9,24939.97,24802.9,24924.89,24924.89,233150000,0.9086474133062294,-1.7778152251758828,0.9913206262763818,0.5499322163508031,0,322347800.0,-27.67129169176895
2018-07-13,24926.07,25043.21,24890.06,25019.41,25019.41,255520000,0.3792193265446775,9.594681535492168,-1.7778152251758828,0.6121247463469275,0,319751200.0,-20.087868317616948
2018-07-16,25025.58,25072.41,24979.64,25064.36,25064.36,231270000,0.17966051157880525,-9.490450845335008,9.594681535492168,0.37012714467874075,0,316591800.0,-26.950097886300277
2018-07-17,25033.92,25155.39,24989.61,25119.89,25119.89,250450000,0.22154964260008292,8.293336792493623,-9.490450845335008,0.659955119230215,0,315011200.0,-20.494890340406943
2018-07-18,25133.79,25215.32,25101.12,25199.29,25199.29,252870000,0.3160841866743924,0.9662607306847759,8.293336792493623,0.45318737154896316,0,313915200.0,-19.446398262970384
2018-07-19,25139.15,25154.17,25052.62,25064.5,25064.5,285760000,-0.5348960228641397,13.006683275991616,0.9662607306847759,0.405154700871748,0,312731600.0,-8.624520195592643
2018-07-20,25041.14,25124.1,24986.35,25058.12,25058.12,274080000,-0.025454327834195656,-4.087346024636062,13.006683275991616,0.5497220062798008,0,310981600.0,-11.86616828777008
2018-07-23,25036.9,25081.45,24983.33,25044.29,25044.29,228820000,-0.055191690358247225,-16.513426736719204,-4.087346024636062,0.39178591207815827,0,309473800.0,-26.061592289880437
2018-07-24,25092.43,25286.62,25092.43,25241.94,25241.94,274940000,0.78920185000253,20.15558080587361,-16.513426736719204,0.7693148783334351,0,309489600.0,-11.16341227621219
2018-07-25,25183.7,25432.87,25113.55,25414.1,25414.1,273670000,0.6820394945871833,-0.4619189641376309,20.15558080587361,1.256467866263215,1,309305800.0,-11.521219453369449
2018-07-26,25468.55,25587.24,25463.16,25527.07,25527.07,297530000,0.44451702007941574,8.718529615960824,-0.4619189641376309,0.4860722362574387,0,309218400.0,-3.7799820450529467
2018-07-27,25520.52,25580.22,25370.07,25451.06,25451.06,329680000,-0.2977623362179771,10.80563304540718,8.718529615960824,0.8257023479572224,0,310195800.0,6.281258482545541
2018-07-30,25439.32,25500.16,25287.38,25306.83,25306.83,296880000,-0.5666954539418012,-9.949041494782819,10.80563304540718,0.840800685032455,0,309840400.0,-4.182927726661855
2018-07-31,25345.21,25490.98,25345.21,25415.19,25415.19,348700000,0.42818480228459244,17.454863918081376,-9.949041494782819,0.5735546340593969,0,311420400.0,11.970827858419037
2018-08-01,25461.63,25488.8,25278.32,25333.82,25333.82,315880000,-0.3201628632325759,-9.412102093490105,17.454863918081376,0.8308261446556404,0,311559600.0,1.386700971499514
2018-08-02,25256.45,25360.48,25120.07,25326.16,25326.16,307700000,-0.030236261250771168,-2.5895909839179443,-9.412102093490105,0.9492556313313975,0,311949600.0,-1.3622713412679484
2018-08-03,25360.37,25467.9,25325.17,25462.58,25462.58,239020000,0.5386525237146111,-22.32044198895028,-2.5895909839179443,0.5605480670065767,0,308737800.0,-22.581556259065135
2018-08-06,25437.43,25540.02,25381.38,25502.18,25502.18,238990000,0.15552233905598012,-0.012551250941339465,-22.32044198895028,0.6220644666455942,0,306576600.0,-22.04558338764276
2018-08-07,25551.65,25692.72,25551.65,25628.91,25628.91,239910000,0.49693790883760247,0.384953345328265,-0.012551250941339465,0.5504330851370569,0,306230600.0,-21.65707803204513
2018-08-08,25615.72,25634.11,25557.48,25583.75,25583.75,217770000,-0.1762072596922737,-9.22846067275228,0.384953345328265,0.2995260663507149,0,302669800.0,-28.050304325043328
2018-08-09,25589.79,25613.31,25492.69,25509.23,25509.23,214970000,-0.29127864367030076,-1.285760205721631,-9.22846067275228,0.4728484552454254,0,300471800.0,-28.455848435693465
2018-08-10,25401.19,25401.19,25222.88,25313.14,25313.14,234480000,-0.7687021521229798,9.075684979299448,-1.285760205721631,0.7044167574627157,0,296566600.0,-20.93512890527794
2018-08-13,25327.19,25381.39,25153.93,25187.7,25187.7,219990000,-0.49555290256364515,-6.1796315250767675,9.075684979299448,0.9030598268202301,0,294652200.0,-25.33909470216072
2018-08-14,25215.69,25339.51,25201.87,25299.92,25299.92,219210000,0.44553492379215687,-0.3545615709804939,-6.1796315250767675,0.5440333408168857,0,292228400.0,-24.986756933959875
2018-08-15,25235.37,25235.37,24965.77,25162.41,25162.41,295810000,-0.5435195052000075,34.94366132931892,-0.3545615709804939,1.0714395004294046,1,292017800.0,1.2986194677173788
2018-08-16,25294.97,25607.34,25294.97,25558.73,25558.73,342430000,1.5750478590882189,15.760116290862381,34.94366132931892,1.2221655770846165,1,292544600.0,17.052237504982145
2018-08-17,25550.8,25728.16,25521.66,25669.32,25669.32,284160000,0.43268973067127625,-17.01661653476623,15.760116290862381,0.8044622919500789,0,291074200.0,-2.3754080574643854
2018-08-20,25727.7,25790.17,25716.41,25758.69,25758.69,248570000,0.34815881371224044,-12.524634009009006,-17.01661653476623,0.286349965778533,0,289695400.0,-14.196083196350372
2018-08-21,25786.99,25888.82,25784.9,25822.29,25822.29,241620000,0.24690696615394803,-2.7959930804200006,-12.524634009009006,0.4024430056358218,0,288993000.0,-16.392438571176466
2018-08-22,25825.06,25836.16,25722.43,25733.6,25733.6,200480000,-0.343462953905338,-17.026736197334657,-2.7959930804200006,0.4419513787421875,0,287687600.0,-30.313298174825746
2018-08-23,25714.86,25762.56,25608.02,25656.98,25656.98,213270000,-0.2977430285696525,6.379688747007184,-17.026736197334657,0.6023312174698693,0,285359000.0,-25.262563998331927
2018-08-24,25688.58,25826.05,25688.58,25790.35,25790.35,200330000,0.5198195578747011,-6.0674262671730705,6.379688747007184,0.533028826673533,0,282542200.0,-29.097317144129264
2018-08-27,25882.71,26067.57,25882.71,26049.64,26049.64,220510000,1.005376041814099,10.073378924774111,-6.0674262671730705,0.70964512369461,0,273765000.0,-19.452815370847258
2018-08-28,26092.7,26122.24,26037.85,26064.02,26064.02,211470000,0.05520229838109625,-4.099587320302933,10.073378924774111,0.3237796778854646,0,271253000.0,-22.039571912568707
2018-08-29,26082.53,26167.94,26035.3,26124.57,26124.57,214960000,0.23231259030647156,1.6503522958339234,-4.099587320302933,0.5077212754123778,0,268024600.0,-19.798406564173586
2018-08-30,26099.01,26104.37,25934.8,25986.92,25986.92,240440000,-0.5268986245515306,11.853368068477854,1.6503522958339234,0.6525205757357921,0,265643000.0,-9.48754531457633
2018-08-31,25964.85,26028.83,25879.77,25964.82,25964.82,273440000,-0.08504278306162849,13.724837797371482,11.853368068477854,0.5740844727596852,0,264120400.0,3.528542286018043
2018-09-04,25916.07,25971.77,25805.95,25952.48,25952.48,254600000,-0.04752584458509457,-6.889994148624923,13.724837797371482,0.638937011029388,0,259733000.0,-1.9762602364736093
2018-09-05,25919.84,26011.22,25871.04,25974.99,25974.99,289210000,0.0867354487894767,13.59387274155539,-6.889994148624923,0.5396729700377181,0,256734600.0,12.649405261308761
2018-09-06,25973.02,26073.68,25880.84,25995.87,25995.87,262380000,0.08038501651010943,-9.276995954496737,13.59387274155539,0.7418101413801506,0,255959600.0,2.508364601288641
2018-09-07,25951.02,26002.99,25818.39,25916.54,25916.54,281350000,-0.3051638587206251,7.22997179663083,-9.276995954496737,0.7122864394707094,0,255310800.0,10.199020174626378
2018-09-10,25991.91,26039.96,25854.13,25857.07,25857.07,252170000,-0.22946735945462704,-10.371423493868848,7.22997179663083,0.7186815830254476,0,254253800.0,-0.8195747713505166
2018-09-11,25841.14,26019.92,25754.32,25971.06,25971.06,265960000,0.4408465460317146,5.468533132410669,-10.371423493868848,1.022676779461441,0,252991600.0,5.1260199943397335
2018-09-12,25989.07,26145.72,25929.43,25998.92,25998.92,282770000,0.10727324953234696,6.320499323206508,5.468533132410669,0.8319191720271492,0,253764800.0,11.429954036178383
2018-09-13,26083.94,26191.64,26067.08,26145.99,26145.99,260800000,0.5656773435204432,-7.7695653711497,6.320499323206508,0.4764019262609588,0,255761600.0,1.9699595248074768
2018-09-14,26169.56,26211.11,26068.29,26154.67,26154.67,228640000,0.033198207449780526,-12.331288343558278,-7.7695653711497,0.546059269721238,0,255581000.0,-10.541080909770288
2018-09-17,26151.66,26184.47,26030.35,26062.12,26062.12,230230000,-0.3538565005790528,0.6954163750874764,-12.331288343558278,0.5913563439965844,0,255796600.0,-9.994894380926095
2018-09-18,26076.21,26317.34,26076.21,26246.96,26246.96,243000000,0.7092285662102737,5.5466272857577215,0.6954163750874764,0.9186968700375244,0,255845000.0,-5.020617952275792
