Open,High,Low,Close,Volume,Dividends,Stock Splits
0.09848485141992569,0.09891302266313988,0.09848485141992569,0.09848485141992569,469033600,0.0,0.0
0.09377502038474124,0.09377502038474124,0.09334684908390045,0.09334684908390045,175884800,0.0,0.0
0.08692355762862244,0.08692355762862244,0.08649539202451706,0.08649539202451706,105728000,0.0,0.0
0.08863620460033417,0.08906437579162842,0.08863620460033417,0.08863620460033417,86441600,0.0,0.0
0.09120597690343857,0.09163414233314097,0.09120597690343857,0.09120597690343857,73449600,0.0,0.0
0.09677216410636902,0.09720033528863639,0.09677216410636902,0.09677216410636902,48630400,0.0,0.0
0.10148202627897263,0.10191096355175279,0.10148202627897263,0.10148202627897263,37363200,0.0,0.0
0.10576450079679489,0.10619267211246013,0.10576450079679489,0.10576450079679489,46950400,0.0,0.0
0.11133068799972534,0.11175885929385894,0.11133068799972534,0.11133068799972534,48003200,0.0,0.0
0.12160743772983552,0.12203560881691446,0.12160743772983552,0.12160743772983551,55574400,0.0,0.0
0.12332019209861755,0.12374836346850901,0.12332019209861755,0.12332019209861755,93161600,0.0,0.0
0.12075115475074605,0.12075115475074605,0.12032299488782881,0.12032299488782883,68880000,0.0,0.0
0.11732582884771395,0.11732582884771395,0.11689765751361848,0.11689765751361847,35750400,0.0,0.0
0.11818212270736694,0.1190384651047441,0.11818212270736694,0.11818212270736694,21660800,0.0,0.0
0.11604128505475848,0.11604128505475848,0.11561312526464462,0.11561312526464462,35728000,0.0,0.0
0.11090253433158236,0.11090253433158236,0.1104743629693985,0.1104743629693985,45158400,0.0,0.0
0.10619267211246013,0.10619267211246013,0.10576450079679489,0.10576450079679489,55686400,0.0,0.0
0.10405187063400209,0.10405187063400209,0.10362371057271957,0.10362371057271957,39827200,0.0,0.0
0.10918981581926346,0.10961798700695657,0.10918981581926346,0.10918981581926346,21504000,0.0,0.0
0.1091898292864627,0.1091898292864627,0.10833349823951721,0.10833349823951721,23699200,0.0,0.0
0.10490816218496635,0.10490816218496635,0.10447999089956284,0.10447999089956284,23049600,0.0,0.0
0.10490811616182327,0.1053362872593883,0.10490811616182327,0.10490811616182327,14291200,0.0,0.0
0.10704904794692993,0.10790537940980471,0.10704904794692993,0.10704904794692993,14067200,0.0,0.0
0.10662080466965368,0.10662080466965368,0.10619263350963593,0.10619263350963593,13395200,0.0,0.0
0.1126151829957962,0.11304335426159573,0.1126151829957962,0.1126151829957962,41574400,0.0,0.0
0.10961798700695657,0.10961798700695657,0.10918981581926346,0.10918981581926346,30083200,0.0,0.0
0.11133068799972534,0.11218701915393123,0.11133068799972534,0.11133068799972534,15904000,0.0,0.0
0.1126151829957962,0.11347152552739526,0.1126151829957962,0.1126151829957962,35548800,0.0,0.0
0.112615154384748,0.1130433255417662,0.1121869832277298,0.1121869832277298,11222400,0.0,0.0
0.11090253433158236,0.11090253433158236,0.1104743629693985,0.1104743629693985,24640000,0.0,0.0
0.11047436927827889,0.11047436927827889,0.10961803793907166,0.10961803793907166,23699200,0.0,0.0
0.10662080466965368,0.10662080466965368,0.10619263350963593,0.10619263350963593,28156800,0.0,0.0
0.1027673347812722,0.1027673347812722,0.10233916342258453,0.10233916342258453,43904000,0.0,0.0
0.09762850647090378,0.09762850647090378,0.09677216410636902,0.09677216410636902,46188800,0.0,0.0
0.09163414233314097,0.09163414233314097,0.09120597690343857,0.09120597690343857,23766400,0.0,0.0
0.09463135153055191,0.09505951708839619,0.09463135153055191,0.09463135153055191,19152000,0.0,0.0
0.09805670380592346,0.09848486366832725,0.09805670380592346,0.09805670380592346,27865600,0.0,0.0
0.09805670380592346,0.09891303496479241,0.09805670380592346,0.09805670380592346,7929600,0.0,0.0
0.09848485141992569,0.09891302266313988,0.09848485141992569,0.09848485141992569,13865600,0.0,0.0
0.09420318596855128,0.09420318596855128,0.09334684908390045,0.09334684908390045,16755200,0.0,0.0
0.09334684908390045,0.09377502038474124,0.09334684908390045,0.09334684908390045,18345600,0.0,0.0
0.09077780987164216,0.09077780987164216,0.09034964442253113,0.09034964442253113,13843200,0.0,0.0
0.08992146684811188,0.08992146684811188,0.08949252963066101,0.08949252963066101,14560000,0.0,0.0
0.088208038816234,0.088208038816234,0.08735170215368271,0.08735170215368271,11155200,0.0,0.0
0.08949252963066101,0.08992146684811188,0.08949252963066101,0.08949252963066101,12275200,0.0,0.0
0.09334684908390045,0.09420318596855128,0.09334684908390045,0.09334684908390045,19241600,0.0,0.0
0.08820809573959322,0.08820809573959322,0.0877799242734909,0.0877799242734909,22310400,0.0,0.0
0.08349820355772045,0.08349820355772045,0.08307003229856491,0.08307003229856491,24371200,0.0,0.0
0.08435453474521637,0.08478270600489597,0.08435453474521637,0.08435453474521637,14112000,0.0,0.0
0.08221371928698533,0.08221371928698533,0.08135738223791122,0.08135738223791122,16979200,0.0,0.0
0.08649539202451706,0.08692355762862244,0.08649539202451706,0.08649539202451706,19488000,0.0,0.0
0.0877799242734909,0.08820809573959322,0.0877799242734909,0.0877799242734909,10841600,0.0,0.0
0.09077785164117813,0.09163418865045478,0.09077785164117813,0.09077785164117813,14761600,0.0,0.0
0.09120597690343857,0.09163414233314097,0.09120597690343857,0.09120597690343857,11760000,0.0,0.0
0.0903496755728724,0.0903496755728724,0.0899215042591095,0.0899215042591095,16172800,0.0,0.0
0.08949255500724808,0.08949255500724808,0.08906438946723938,0.08906438946723938,13708800,0.0,0.0
0.08906437579162842,0.08906437579162842,0.08863620460033417,0.08863620460033417,5376000,0.0,0.0
0.08863626148866258,0.08863626148866258,0.0877799242734909,0.0877799242734909,11603200,0.0,0.0
0.08135737042544136,0.08135737042544136,0.08092920482158661,0.08092920482158661,15321600,0.0,0.0
0.07750310322516414,0.07750310322516414,0.07707493752241135,0.07707493752241135,28380800,0.0,0.0
0.07493409234084476,0.07493409234084476,0.07407775521278381,0.07407775521278381,29859200,0.0,0.0
0.07707493752241135,0.07750310322516414,0.07707493752241135,0.07707493752241135,59248000,0.0,0.0
0.07664675578546155,0.07664675578546155,0.07621859014034271,0.07621859014034271,231302400,0.0,0.0
0.07921651005744934,0.08007284675610077,0.07921651005744934,0.07921651005744934,37228800,0.0,0.0
0.08307003229856491,0.08392636909984579,0.08307003229856491,0.08307003229856491,43747200,0.0,0.0
0.08820804953575134,0.08906438630236929,0.08820804953575134,0.08820804953575134,36937600,0.0,0.0
0.08777986762644373,0.08777986762644373,0.08735170215368271,0.08735170215368271,37811200,0.0,0.0
0.08820804953575134,0.08906438630236929,0.08820804953575134,0.08820804953575134,14604800,0.0,0.0
0.09163416922092438,0.09249050604862877,0.09163416922092438,0.09163416922092438,22019200,0.0,0.0
0.09163414233314097,0.09163414233314097,0.09120597690343857,0.09120597690343857,28156800,0.0,0.0
0.09034963798373813,0.09034963798373813,0.08949252963066101,0.08949252963066101,7056000,0.0,0.0
0.08820809573959322,0.08820809573959322,0.0877799242734909,0.0877799242734909,12275200,0.0,0.0
